ASN00005008,20200101,TMAX,357,,,a,
ASN00005008,20200101,TMIN,280,,,a,
ASN00005008,20200101,PRCP,0,,,a,
ASN00005009,20200101,PRCP,0,,,a,
ASN00005012,20200101,PRCP,0,,,a,
ASN00005013,20200101,PRCP,0,,,a,
ASN00005014,20200101,PRCP,0,,,a,
ASN00005017,20200101,TMAX,354,,,a,
ASN00005017,20200101,TMIN,261,,,a,
ASN00005017,20200101,PRCP,0,,,a,
ASN00005022,20200101,PRCP,0,,,a,
ASN00005028,20200101,PRCP,0,,,a,
ASN00005029,20200101,PRCP,0,,,a,
